"firebase_id","role","sport","status","tested_skill","version","question_en","question_fr","question_es","question_it","answer_1_emoji","answer_1_score","answer_1_order","answer_1_text_en","answer_1_text_fr","answer_1_text_es","answer_1_text_it","answer_2_emoji","answer_2_score","answer_2_order","answer_2_text_en","answer_2_text_fr","answer_2_text_es","answer_2_text_it","answer_3_emoji","answer_3_score","answer_3_order","answer_3_text_en","answer_3_text_fr","answer_3_text_es","answer_3_text_it","answer_4_emoji","answer_4_score","answer_4_order","answer_4_text_en","answer_4_text_fr","answer_4_text_es","answer_4_text_it","answer_5_emoji","answer_5_score","answer_5_order","answer_5_text_en","answer_5_text_fr","answer_5_text_es","answer_5_text_it","answer_6_emoji","answer_6_score","answer_6_order","answer_6_text_en","answer_6_text_fr","answer_6_text_es","answer_6_text_it"
"6st0SXsEHSFrk2HobMVu","goalkeeper","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",0,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",2,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",4,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",6,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",8,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",10,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"7TjzUISE177i3xB4W9fn","defender","soccer","published","pace",1,"A forward beats you to the ball on a through pass…","Un attaquant te prend de vitesse sur une passe en profondeur…","Un delantero te gana en velocidad con un pase en profundidad…","Un attaccante ti anticipa su un passaggio filtrante…","😩",0,1,"I get left behind without being able to react","Je me fais déposer sans pouvoir réagir","Me dejan atrás sin poder reaccionar","Mi faccio superare senza poter reagire","😵‍💫",2,2,"I run but he gets too far ahead","Je cours mais il prend trop d’avance","Corro pero toma mucha ventaja","Corro ma prende troppo vantaggio","😅",4,3,"I follow him with difficulty to the box","Je le suis difficilement jusqu'à la surface","Lo sigo con dificultad hasta el área","Lo seguo a fatica fino all'area","💪",6,4,"I get back in time but can't intervene","Je reviens à temps mais sans pouvoir intervenir","Regreso a tiempo pero sin poder intervenir","Torno in tempo ma senza poter intervenire","🦾",8,5,"I get back and force him to shoot quickly","Je reviens et je le pousse à frapper vite","Regreso y lo empujo a disparar rápido","Torno e lo costringo a tirare velocemente","😎",10,6,"I catch up and cut off the play","Je le rattrape et je coupe l'action","Lo alcanzo y corto la acción","Lo raggiungo e interrompo l'azione"
"8FLPscz70aC3JEHoHOLZ","midfielder","soccer","published","physicality",1,"You gotta shield the ball with your back to goal under pressure...","Tu dois protéger le ballon dos au but sous pression…","Tienes que proteger el balón de espaldas al arco bajo presión...","Devi proteggere il pallone con la schiena verso la porta sotto pressione...","😩",0,1,"I get moved off the ball on contact","Je me fais bouger dès le contact","Me mueven al primer contacto","Vengo spostato al primo contatto","😵‍💫",2,2,"I lose my balance quickly","Je perds l’équilibre rapidement","Pierdo el equilibrio rápidamente","Perdo l'equilibrio rapidamente","😅",4,3,"I resist a bit then lose the ball","Je résiste un peu puis je perds la balle","Resisto un poco y luego pierdo el balón","Resisto un po' poi perdo la palla","💪",6,4,"I shield the ball for a few seconds","Je protège le ballon quelques secondes","Protejo el balón unos segundos","Proteggo la palla per qualche secondo","🦾",8,5,"I hold my ground despite the pressure","Je tiens bien malgré la pression","Mantengo bien a pesar de la presión","Tengo bene nonostante la pressione","😎",10,6,"I keep the ball with complete calm","Je garde la balle en toute sérénité","Mantengo la pelota con total serenidad","Mantengo la palla con serenità"
"8tjrl8QZgIC9DBPdG6xf","goalkeeper","soccer","published","1-on-1",1,"A forward is coming at you...","Un attaquant se lance face à toi…","Un delantero viene hacia ti...","Un attaccante si sta dirigendo verso di te...","😩",0,1,"I stay on my line and take the hit","Je reste sur ma ligne et je subis","Me quedo en mi línea y lo sufro","Rimango sulla mia linea e subisco","😵‍💫",2,2,"I hesitate to come out","J’hésite à sortir","Dudo en salir","Esito a uscire","😅",4,3,"I cover the angle poorly","Je couvre mal l’angle","Cubro mal el ángulo","Copre male l'angolo","💪",6,4,"I force him to shoot quickly","Je le pousse à tirer vite","Lo empujo a tirar rápido","Lo spingo a tirare in fretta","🦾",8,5,"I get just enough of a touch to deflect it","Je la touche juste assez pour l’éviter","La toco lo justo para evitarlo","La tocco quel tanto che basta per evitarla","😎",10,6,"I win the duel without contact","Je gagne le duel sans contact","Gano el duelo sin contacto","Vinci il duello senza contatto"
"9TlgOSr2zbYhR8H9SWVM","defender","soccer","published","defence",1,"A player dribbles into your zone...","Un joueur entre dans ta zone en conduite de balle…","Un jugador entra en tu zona manejando el balón...","Un giocatore entra nella tua zona palla al piede...","😩",0,1,"I leave too much space","Je laisse trop d’espace","Dejo demasiado espacio","Lascio troppo spazio","😵‍💫",2,2,"I back off without intervening","Je recule sans intervenir","Retrocedo sin intervenir","Arretro senza intervenire","😅",4,3,"I slow him down but he gets through","Je le ralentis mais il passe","Lo ralentizo pero pasa","Lo rallento ma passa","💪",6,4,"I push him to play on the side","Je le pousse à jouer sur le côté","Lo empujo a jugar por el lado","Lo costringo a giocare sul lato","🦾",8,5,"I block the shooting angle","Je bloque l’angle de frappe","Bloqueo el ángulo de tiro","Blocco l'angolo di tiro","😎",10,6,"I cut off his run cleanly","Je coupe sa course proprement","Corto su carrera limpiamente","Interrompo la sua corsa pulito"
"9k37qIQBs5N9SpawOrbK","forward","soccer","published","defence",1,"You lose a high ball, the opponent launches a counter...","Tu perds un ballon haut, l’adversaire relance…","Pierdes un balón alto, el rival lanza un contraataque...","Perdi un pallone alto, l'avversario lancia un contropiede...","😩",0,1,"I stay complaining","Je reste à me plaindre","Me quedo quejándome","Resto a lamentarmi","😵‍💫",2,2,"I pretend to press","Je fais semblant de presser","Finjo presionar","Fingo di pressare","😅",4,3,"I press without conviction","Je presse sans y croire","Presiono sin creerlo","Pressare senza crederci","💪",6,4,"I disrupt the counterattack","Je gêne la relance","Dificulto la relanza","Metto in difficoltà la ripartenza","🦾",8,5,"I force an error","Je pousse à la faute","Provoco el error","Spingo all'errore","😎",10,6,"I recover or push the opponent back","Je récupère ou fais reculer l’adversaire","Recupero o hago retroceder al adversario","Recupero o faccio arretrare l'avversario"
"AUOKkmdouWKS0IavxLlb","forward","soccer","published","meta",1,"When you talk about your level, you're more like...","Quand tu parles de ton niveau, tu plutôt…","Cuando hablas de tu nivel, eres más bien...","Quando parli del tuo livello, sei piuttosto...","😩",0,1,"I clearly overestimate myself","Je me surestime clairement","Claramente me sobrevaloro","Mi sopravvaluto chiaramente","😵‍💫",2,2,"I brag a little","Je me vante un peu","Presumo un poco","Mi vanto un po'","😅",4,3,"I often see the bright side","Je vois souvent le bon côté","Veo a menudo el lado bueno","Vedo spesso il lato positivo","💪",6,4,"I try to be honest","J’essaie d’être honnête","Intento ser honesto","Cerco di essere onesto","🦾",8,5,"I'm quite objective","Je suis plutôt objectif","Soy bastante objetivo","Sono piuttosto obiettivo","😎",10,6,"I'm super clear-headed (even about my flaws)","Je suis super lucide (même sur mes défauts)","Soy súper lúcido (incluso sobre mis defectos)","Sono super lucido (anche sui miei difetti)"
"Bfe1yo0JpwftNFizMNQX","midfielder","soccer","published","meta",1,"What kind of games do you usually play in?","Tu joues le plus souvent dans quel genre de matchs ?","¿En qué tipo de partidas juegas más seguido?","In che tipo di partite giochi più spesso?","😩",0,1,"Scrappy games","Des matchs à l’arrache","Partidas improvisadas","Partite improvvisate","😵‍💫",2,2,"Chill games","Des matchs tranquilles","Partidas tranquilas","Partite tranquille","😅",4,3,"Five-a-side with friends","Du five entre potes","Un five entre amigos","Partite tra amici","💪",6,4,"Well-organized games","Des bons matchs organisés","Buenas partidas organizadas","Buone partite organizzate","🦾",8,5,"In tournaments or leagues","En tournoi ou ligue","En torneo o liga","In torneo o lega","😎",10,6,"Very serious games","Des matchs très sérieux","Partidas muy serias","Partite molto serie"
"EmyCQDTVy1Hk3k5snsYm","midfielder","soccer","published","pace",1,"The opponent's counter-attacking, you need to get back on defense...","L’adversaire contre-attaque, tu dois revenir défendre…","El rival está contraatacando, ¡necesitas volver a defender!","L'avversario sta contrattaccando, devi tornare in difesa!","😩",0,1,"I just walk back","Je reste en marchant","Me quedo caminando","Resto camminando","😵‍💫",2,2,"I jog back slowly","Je reviens au petit trot","Regreso al trote","Torno al piccolo trotto","😅",4,3,"I follow the play from a distance","Je suis l’action de loin","Sigo la acción de lejos","Seguo l'azione da lontano","💪",6,4,"I get back late but disrupt the play","Je reviens tard mais je gêne","Regreso tarde pero molesto","Torno tardi ma disturbo","🦾",8,5,"I'm in the box","Je suis présent dans la surface","Estoy presente en el área","Sono presente nell'area","😎",10,6,"I sprint back and stop the play","Je reviens à fond et je coupe l’action","Regreso a fondo y corto la acción","Torno a tutta e interrompo l'azione"
"Ftc8AxWzQqGz8H95UTyq","midfielder","soccer","published","pace",1,"Your winger's making a deep run, you want to back them up...","Ton ailier part dans la profondeur, tu veux le soutenir…","Tu extremo se va en una carrera profunda, quieres apoyarlo...","Il tuo esterno sta facendo una corsa profonda, vuoi sostenerlo...","😩",0,1,"I don't even start","Je ne pars même pas","Ni siquiera salgo","Non parto nemmeno","😵‍💫",2,2,"I start too late","Je pars trop tard","Salgo tarde","Parto troppo tardi","😅",4,3,"I follow but drop off quickly","Je suis mais je décroche vite","Lo sigo pero me descuelgo rápido","Seguo ma mi stacco subito","💪",6,4,"I support but I'm late","Je suis en soutien mais en retard","Estoy en apoyo pero tarde","Sono in supporto ma in ritardo","🦾",8,5,"I'm available at the edge of the box","Je suis disponible à l’entrée de la surface","Estoy disponible en la entrada del área","Sono disponibile all'ingresso dell'area","😎",10,6,"I overtake and offer an option","Je le dépasse et je propose une solution","Lo supero y propongo una solución","Lo supero e propongo una soluzione"
"IonzAKyHYIrIvWWac6ao","midfielder","soccer","published","meta",1,"Do you play soccer often?","Tu joues souvent au foot ?","¿Juegas seguido al fútbol?","Giochi spesso a calcio?","😩",0,1,"Very rarely, almost never","Très rarement, presque jamais","Muy raramente, casi nunca","Molto raramente, quasi mai","😵‍💫",2,2,"Once every 2-3 months","Une fois tous les 2-3 mois","Una vez cada 2-3 meses","Una volta ogni 2-3 mesi","😅",4,3,"About once a month","Environ une fois par mois","Aproximadamente una vez al mes","Circa una volta al mese","💪",6,4,"About twice a month","Environ 2 fois par mois","Aproximadamente 2 veces al mes","Circa 2 volte al mese","🦾",8,5,"Almost every week","Presque toutes les semaines","Casi todas las semanas","Quasi tutte le settimane","😎",10,6,"Every week, or more","Toutes les semaines, voire plus","Todas las semanas, incluso más","Tutte le settimane, se non di più"
"Ip64azgzBkz5s8aMlHU5","defender","soccer","published","shooting",1,"The ball's hanging around at the edge of the opponent's box...","Le ballon traîne à l’entrée de la surface adverse…","El balón anda rondando el borde del área rival...","La palla è lì al limite dell'area avversaria...","😩",0,1,"I completely miss my shot","Je rate complètement ma frappe","Fallo completamente mi tiro","Sbaglio completamente il tiro","😵‍💫",2,2,"I rush it and shoot over the bar","Je tape au-dessus dans la précipitation","Le pego por encima en la precipitación","Tiro sopra nella fretta","😅",4,3,"I shoot without control and it's weak","Je tire sans contrôle et c’est mou","Tiro sin control y es flojo","Tiro senza controllo ed è debole","💪",6,4,"I hit it well but it's saved","Je la prends bien mais elle est arrêtée","Le pego bien pero es detenida","La prendo bene ma viene fermata","🦾",8,5,"I aim well but it's blocked","Je vise bien mais c’est contré","Apunto bien pero es bloqueada","Miro bene ma viene deviata","😎",10,6,"I strike hard and it's a goal","Je frappe fort et ça fait but","Le pego fuerte y es gol","Tiro forte ed è gol"
"J0ykRg7QpTtGKDLuv883","defender","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",0,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",2,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",4,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",6,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",8,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",10,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"J1lw4RIxho2XPdk40GFL","forward","soccer","published","passing",1,"You pull off a one-two in the attacking zone...","Tu fais un une-deux en zone offensive…","Haces un uno-dos en la zona de ataque...","Fai un uno-due in zona d'attacco...","😩",0,1,"I'm slow to pass","Je tarde à passer","Tardo en pasar","Ritardo a passare","😵‍💫",2,2,"I miss the support pass","Je rate la passe en appui","Fallo el pase de apoyo","Sbaglio il passaggio di appoggio","😅",4,3,"I combine but too slowly","Je combine mais trop lentement","Combino pero muy lento","Combino ma troppo lentamente","💪",6,4,"I pass and move off timidly","Je la donne et je repars timide","La doy y arranco tímido","La do e riparto timido","🦾",8,5,"I play quickly and get back into position","Je joue vite et je suis relancé","Juego rápido y me relanzo","Gioco veloce e sono rilanciato","😎",10,6,"I make a clear and quick combination","Je fais une combinaison nette et rapide","Hago una combinación clara y rápida","Faccio una combinazione netta e rapida"
"KPYTie8MkSJXueSx57xj","forward","soccer","published","shooting",1,"You get a pass down the middle, one-on-one with the goalkeeper...","Tu reçois une passe dans l’axe, seul face au gardien…","Recibes un pase por el centro, cara a cara con el portero...","Ricevi un passaggio centrale, uno contro uno col portiere...","😩",0,1,"I panic and shoot wide","Je panique et je tire à côté","Entro en pánico y tiro afuera","Mi faccio prendere dal panico e tiro fuori","😵‍💫",2,2,"I shoot straight at the goalkeeper","Je tire direct sur le gardien","Tiro directo al portero","Tiro dritto sul portiere","😅",4,3,"I strike too softly","Je frappe trop doucement","Disparo demasiado suave","Tiro troppo piano","💪",6,4,"I aim on target but don't deceive him","Je cadre sans le tromper","Apunto sin engañarlo","Inquadro senza ingannarlo","🦾",8,5,"I take a good shot, the goalkeeper is beaten","Je fais un bon tir, le gardien est battu","Hago un buen tiro, el portero está vencido","Faccio un buon tiro, il portiere è battuto","😎",10,6,"I score calmly","Je marque sereinement","Marco con tranquilidad","Segno con calma"
"KVyAPZeaa6vbXwEV3PH5","goalkeeper","soccer","published","positioning",1,"The striker is a bit off-center, shoots for the near post...","L’attaquant est un peu excentré, tir au premier poteau…","El delantero está un poco desviado, dispara al primer palo...","L'attaccante è un po' fuori posizione, tira al primo palo...","😩",0,1,"I leave a gap and it's in","Je laisse un trou et c’est dedans","Dejo un hueco y entra","Lascio un buco ed è dentro","😵‍💫",2,2,"I'm poorly positioned and react late","Je suis mal placé et je réagis tard","Estoy mal posicionado y reacciono tarde","Sono mal posizionato e reagisco tardi","😅",4,3,"I try to close but it's too tight","Je tente de fermer mais c’est trop juste","Intento cerrar pero es demasiado justo","Provo a chiudere ma è troppo tardi","💪",6,4,"I deflect it with the tip of my foot","Je dévie du bout du pied","Desvío con la punta del pie","Devio con la punta del piede","🦾",8,5,"I close well and parry it","Je ferme bien et je la repousse","Cierro bien y la rechazo","Chiudo bene e la respingo","😎",10,6,"I'm on the trajectory and catch it","Je suis sur la trajectoire et je la capte","Estoy en la trayectoria y la capturo","Sono sulla traiettoria e la prendo"
"KbrNOsMXElGXOJJs4ykF","midfielder","soccer","published","defence",1,"An opponent tries to advance through your center...","Un adversaire tente de progresser dans ton axe…","Un rival intenta avanzar por tu centro...","Un avversario cerca di avanzare nel tuo centro...","😩",0,1,"I let it pass without moving","Je laisse passer sans bouger","Dejo pasar sin moverme","Lascio passare senza muovermi","😵‍💫",2,2,"I back off without intervening","Je recule sans intervenir","Retrocedo sin intervenir","Arretro senza intervenire","😅",4,3,"I slow him down a bit but he gets through","Je le freine un peu mais il passe","Lo freno un poco pero pasa","Lo freno un po' ma passa","💪",6,4,"I stay in front of him and block him","Je reste devant lui et je le gêne","Me quedo delante de él y lo incomodo","Resto davanti a lui e lo ostacolo","🦾",8,5,"I prevent him from advancing","Je l’empêche d’avancer","Le impido avanzar","Gli impedisco di avanzare","😎",10,6,"I stop him cleanly and recover","Je le stoppe proprement et récupère","Lo detengo limpiamente y recupero","Lo fermo pulito e recupero"
"L4X2aMwMH6ULvgsLMdx0","defender","soccer","published","meta",1,"What's most important to you is to…","Le plus important pour toi, c'est de…","Lo más importante para ti es...","La cosa più importante per te è…","😩",0,1,"Laugh, not take myself seriously","Rigoler, ne pas me prendre au sérieux","Reír, no tomarme en serio","Ridere, non prendermi sul serio","😵‍💫",2,2,"Blow off some steam","Me défouler un peu","Desahogarme un poco","Sfogarmi un po’","😅",4,3,"Have a good time with friends","Passer un bon moment entre potes","Pasar un buen rato entre amigos","Passare un bel momento con gli amici","💪",6,4,"Be useful to the team","Être utile à l’équipe","Ser útil para el equipo","Essere utile alla squadra","🦾",8,5,"Win if possible","Gagner si possible","Ganar si es posible","Vincere se possibile","😎",10,6,"Win no matter how","Gagner, peu importe comment","Ganar, sin importar cómo","Vincere, a qualunque costo"
